x y z meta size
3 18 22 0 1
3 18 23 0 1
3 18 24 0 2
3 18 25 0 2
3 18 28 0 9
3 18 30 0 4
3 20 1 0 2
3 20 5 0 4
3 20 6 0 5
3 20 10 0 7
3 20 11 0 1
3 20 12 0 3
3 20 14 0 2
3 20 16 0 10
3 20 17 0 4
3 20 20 0 3
3 20 21 0 4
3 20 22 0 5
3 20 23 0 3
3 20 24 0 2
3 20 25 0 5
3 20 28 0 2
3 22 2 0 4
3 22 3 0 6
3 22 4 0 3
3 22 5 0 1
3 22 6 0 1
3 22 9 0 4
3 22 10 0 1
3 22 11 0 5
3 22 14 0 3
3 22 15 0 7
3 22 16 0 1
3 22 17 0 1
3 22 21 0 6
3 22 25 0 1
3 22 28 0 2
3 22 30 0 1
3 23 2 0 2
3 23 3 0 3
3 23 4 0 1
3 23 9 0 2
3 23 10 0 1
3 23 11 0 3
3 23 14 0 2
3 23 15 0 4
3 23 17 0 2
3 23 21 0 4
3 23 28 0 2
3 24 1 0 1
3 24 2 0 6
3 24 3 0 10
3 24 4 0 5
3 24 9 0 6
3 24 10 0 3
3 24 11 0 7
3 24 12 0 2
3 24 14 0 3
3 24 15 0 12
3 24 21 0 8
3 24 23 0 1
3 24 28 0 3
3 24 30 0 1
3 26 10 0 2
3 26 11 0 1
3 26 14 0 1
3 26 17 0 3
3 26 20 0 1
3 26 21 0 2
3 26 23 0 1
3 26 28 0 1
3 27 2 0 10
3 27 3 0 16
3 27 4 0 8
3 27 5 0 2
3 27 6 0 2
3 27 9 0 10
3 27 10 0 4
3 27 11 0 13
3 27 12 0 1
3 27 14 0 7
3 27 15 0 19
3 27 16 0 2
3 27 17 0 4
3 27 21 0 16
3 27 22 0 2
3 27 23 0 2
3 27 24 0 1
3 27 25 0 3
3 27 28 0 7
3 27 30 0 3
3 29 1 0 1
3 29 2 0 4
3 29 3 0 7
3 29 4 0 3
3 29 6 0 23
3 29 9 0 4
3 29 10 0 4
3 29 11 0 6
3 29 12 0 1
3 29 14 0 3
3 29 15 0 8
3 29 17 0 2
3 29 21 0 7
3 29 23 0 1
3 29 25 0 26
3 29 28 0 3
3 29 30 0 1
3 31 2 0 4
3 31 3 0 7
3 31 4 0 3
3 31 9 0 4
3 31 11 0 5
3 31 12 0 1
3 31 14 0 2
3 31 15 0 8
3 31 16 0 1
3 31 17 0 1
3 31 21 0 6
3 31 24 0 1
3 31 28 0 2
3 31 30 0 1
4 1 6 0 11
4 1 7 0 15
4 1 10 0 3
4 1 16 0 2
4 1 18 0 49
4 1 19 0 1
4 1 20 0 2
4 1 23 0 1
4 1 24 0 2
4 1 27 0 10
4 1 29 0 2
4 1 30 0 6
4 2 2 0 2
4 2 3 0 4
4 2 4 0 1
4 2 11 0 2
4 2 15 0 4
4 2 17 0 1
4 2 21 0 1
4 2 26 0 1
4 3 1 0 9
4 3 3 0 7
4 3 4 0 2
4 3 6 0 8
4 3 8 0 12
4 3 9 0 11
4 3 10 0 1
4 3 11 0 9
4 3 12 0 5
4 3 13 0 6
4 3 14 0 6
4 3 16 0 3
4 3 17 0 19
4 3 18 0 27
4 3 19 0 14
4 3 20 0 31
4 3 21 0 16
4 3 22 0 16
4 3 24 0 2
4 3 25 0 9
4 3 27 0 5
4 3 28 0 13
4 3 29 0 2
4 3 31 0 14
4 4 1 0 6
4 4 3 0 8
4 4 4 0 3
4 4 6 0 5
4 4 8 0 8
4 4 9 0 8
4 4 11 0 7
4 4 12 0 3
4 4 13 0 4
4 4 14 0 5
4 4 15 0 1
4 4 16 0 6
4 4 17 0 12
4 4 18 0 19
4 4 19 0 10
4 4 20 0 27
4 4 21 0 11
4 4 22 0 12
4 4 24 0 4
4 4 25 0 5
4 4 27 0 4
4 4 28 0 13
4 4 30 0 1
4 4 31 0 10
4 5 1 0 1
4 5 2 0 6
4 5 3 0 10
4 5 4 0 5
4 5 9 0 6
4 5 11 0 8
4 5 12 0 2
4 5 14 0 4
4 5 15 0 12
4 5 16 0 2
4 5 17 0 1
4 5 21 0 8
4 5 24 0 1
4 5 28 0 3
4 5 30 0 1
4 6 10 0 1
4 6 17 0 1
4 6 21 0 1
4 7 1 0 20
4 7 4 0 9
4 7 5 0 8
4 7 6 0 5
4 7 7 0 11
4 7 8 0 14
4 7 9 0 14
4 7 10 0 5
4 7 11 0 5
4 7 12 0 5
4 7 13 0 57
4 7 14 0 35
4 7 16 0 2
4 7 17 0 53
4 7 18 0 8
4 7 19 0 30
4 7 20 0 82
4 7 21 0 45
4 7 22 0 38
4 7 23 0 2
4 7 25 0 1
4 7 27 0 34
4 7 28 0 49
4 7 29 0 11
4 7 30 0 64
4 7 31 0 60
4 8 4 0 2
4 8 5 0 5
4 8 6 0 4
4 8 9 0 18
4 8 11 0 2
4 8 14 0 3
4 8 16 0 3
4 8 17 0 5
4 8 18 0 10
4 8 19 0 7
4 8 20 0 8
4 8 21 0 5
4 8 24 0 2
4 8 26 0 7
4 8 28 0 9
4 8 30 0 2
4 9 2 0 1
4 9 3 0 2
4 9 4 0 1
4 9 6 0 1
4 9 9 0 1
4 9 11 0 1
4 9 15 0 1
4 9 16 0 2
4 9 20 0 2
4 9 21 0 1
4 9 24 0 1
4 9 28 0 2
4 9 30 0 1
4 10 4 0 2
4 10 6 0 33
4 10 10 0 9
4 10 16 0 8
4 10 19 0 7
4 10 20 0 6
4 10 22 0 1
4 10 23 0 4
4 10 24 0 7
4 10 28 0 4
4 10 29 0 6
4 10 30 0 18
4 11 2 0 1
4 11 3 0 1
4 11 9 0 1
4 11 11 0 1
4 11 15 0 1
4 11 21 0 1
4 12 10 0 1
4 12 17 0 1
4 12 21 0 1
4 13 4 0 3
4 13 5 0 7
4 13 6 0 9
4 13 7 0 5
4 13 9 0 29
4 13 10 0 7
4 13 16 0 6
4 13 19 0 11
4 13 20 0 7
4 13 22 0 1
4 13 23 0 3
4 13 24 0 4
4 13 26 0 10
4 13 27 0 3
4 13 28 0 9
4 13 30 0 2
4 14 1 0 1
4 14 3 0 2
4 14 6 0 3
4 14 8 0 2
4 14 9 0 2
4 14 10 0 4
4 14 11 0 1
4 14 12 0 1
4 14 13 0 1
4 14 14 0 1
4 14 16 0 1
4 14 17 0 2
4 14 18 0 5
4 14 19 0 2
4 14 20 0 5
4 14 21 0 2
4 14 22 0 2
4 14 23 0 2
4 14 24 0 1
4 14 25 0 1
4 14 27 0 1
4 14 28 0 2
4 14 31 0 2
4 15 10 0 1
4 15 16 0 1
4 15 17 0 1
4 16 6 0 3
4 16 30 0 1
4 17 6 0 3
4 17 10 0 5
4 17 16 0 2
4 17 23 0 2
4 17 24 0 1
4 17 30 0 1
4 18 1 0 1
4 18 2 0 4
4 18 3 0 6
4 18 4 0 4
4 18 6 0 1
4 18 7 0 4
4 18 9 0 5
4 18 11 0 7
4 18 13 0 1
4 18 14 0 6
4 18 15 0 8
4 18 16 0 6
4 18 17 0 8
4 18 18 0 12
4 18 20 0 6
4 18 21 0 12
4 18 22 0 1
4 18 24 0 4
4 18 27 0 2
4 18 28 0 6
4 18 30 0 5
4 19 1 0 2
4 19 3 0 1
4 19 6 0 1
4 19 7 0 1
4 19 8 0 3
4 19 9 0 2
4 19 11 0 2
4 19 12 0 1
4 19 13 0 1
4 19 14 0 1
4 19 16 0 1
4 19 17 0 4
4 19 19 0 3
4 19 20 0 7
4 19 21 0 3
4 19 22 0 4
4 19 25 0 2
4 19 28 0 3
4 19 31 0 3
4 20 6 0 1
4 20 10 0 3
4 20 14 0 1
4 20 16 0 2
4 20 17 0 3
4 20 21 0 2
4 20 22 0 1
4 20 23 0 1
4 20 25 0 1
4 20 28 0 1
4 21 6 0 21
4 21 7 0 8
4 21 10 0 6
4 21 16 0 4
4 21 18 0 25
4 21 19 0 4
4 21 20 0 2
4 21 22 0 1
4 21 23 0 2
4 21 24 0 4
4 21 27 0 5
4 21 28 0 1
4 21 29 0 5
4 21 30 0 11
4 22 1 0 2
4 22 2 0 2
4 22 3 0 4
4 22 4 0 3
4 22 5 0 1
4 22 6 0 2
4 22 7 0 1
4 22 8 0 1
4 22 9 0 4
4 22 10 0 2
4 22 11 0 4
4 22 13 0 7
4 22 14 0 6
4 22 15 0 4
4 22 17 0 7
4 22 18 0 1
4 22 19 0 3
4 22 20 0 10
4 22 21 0 9
4 22 22 0 4
4 22 23 0 1
4 22 27 0 4
4 22 28 0 7
4 22 30 0 7
4 22 31 0 7
4 23 7 0 9
4 23 10 0 1
4 23 11 0 1
4 23 14 0 1
4 23 15 0 1
4 23 16 0 3
4 23 17 0 1
4 23 18 0 5
4 23 20 0 3
4 23 21 0 2
4 23 22 0 1
4 23 24 0 2
4 23 27 0 6
4 23 28 0 1
4 23 30 0 1
4 24 1 0 11
4 24 2 0 4
4 24 4 0 9
4 24 5 0 1
4 24 6 0 12
4 24 7 0 16
4 24 8 0 11
4 24 9 0 18
4 24 10 0 2
4 24 11 0 1
4 24 12 0 7
4 24 13 0 52
4 24 14 0 27
4 24 15 0 6
4 24 16 0 9
4 24 17 0 34
4 24 19 0 20
4 24 20 0 62
4 24 21 0 34
4 24 22 0 34
4 24 23 0 1
4 24 24 0 9
4 24 25 0 8
4 24 27 0 28
4 24 28 0 36
4 24 29 0 12
4 24 30 0 62
4 24 31 0 45
4 25 6 0 1
4 26 10 0 1
4 26 17 0 1
4 26 21 0 1
4 27 1 0 5
4 27 2 0 6
4 27 3 0 10
4 27 4 0 8
4 27 5 0 3
4 27 6 0 1
4 27 7 0 3
4 27 8 0 4
4 27 9 0 11
4 27 10 0 3
4 27 11 0 10
4 27 13 0 17
4 27 14 0 16
4 27 15 0 11
4 27 17 0 19
4 27 18 0 2
4 27 19 0 9
4 27 20 0 26
4 27 21 0 24
4 27 22 0 12
4 27 23 0 1
4 27 24 0 1
4 27 27 0 10
4 27 28 0 20
4 27 29 0 3
4 27 30 0 22
4 27 31 0 18
4 29 1 0 8
4 29 2 0 3
4 29 4 0 7
4 29 6 0 9
4 29 7 0 11
4 29 8 0 8
4 29 9 0 13
4 29 10 0 2
4 29 11 0 1
4 29 12 0 5
4 29 13 0 37
4 29 14 0 20
4 29 15 0 5
4 29 16 0 7
4 29 17 0 25
4 29 19 0 15
4 29 20 0 46
4 29 21 0 25
4 29 22 0 24
4 29 23 0 1
4 29 24 0 7
4 29 25 0 6
4 29 27 0 20
4 29 28 0 27
4 29 29 0 9
4 29 30 0 45
4 29 31 0 32
4 31 2 0 2
4 31 3 0 4
4 31 4 0 3
4 31 6 0 16
4 31 9 0 2
4 31 10 0 4
4 31 11 0 3
4 31 14 0 1
4 31 15 0 5
4 31 16 0 4
4 31 19 0 3
4 31 20 0 3
4 31 21 0 3
4 31 22 0 1
4 31 23 0 2
4 31 24 0 4
4 31 28 0 3
4 31 29 0 2
4 31 30 0 9
5 1 6 0 10
5 1 9 0 1
5 1 10 0 3
5 1 16 0 2
5 1 18 0 7
5 1 19 0 2
5 1 20 0 2
5 1 23 0 1
5 1 24 0 2
5 1 28 0 1
5 1 29 0 2
5 1 30 0 5
5 2 2 0 2
5 2 3 0 3
5 2 4 0 1
5 2 10 0 3
5 2 11 0 2
5 2 12 0 1
5 2 15 0 4
5 2 17 0 1
5 2 18 0 1
5 2 19 0 1
5 2 20 0 1
5 2 23 0 2
5 2 24 0 1
5 2 25 0 1
5 3 18 0 3
5 4 18 0 2
5 5 1 0 1
5 5 2 0 5
5 5 3 0 8
5 5 4 0 4
5 5 9 0 5
5 5 11 0 6
5 5 12 0 1
5 5 14 0 3
5 5 15 0 9
5 5 16 0 1
5 5 21 0 6
5 5 24 0 1
5 5 28 0 2
5 5 30 0 1
5 6 17 0 1
5 6 21 0 1
5 7 18 0 3
5 8 4 0 1
5 8 5 0 4
5 8 6 0 3
5 8 7 0 2
5 8 9 0 15
5 8 10 0 3
5 8 11 0 1
5 8 14 0 2
5 8 16 0 5
5 8 17 0 5
5 8 18 0 5
5 8 19 0 6
5 8 20 0 7
5 8 21 0 4
5 8 22 0 1
5 8 23 0 2
5 8 24 0 3
5 8 26 0 5
5 8 27 0 1
5 8 28 0 7
5 8 30 0 1
5 9 1 0 2
5 9 6 0 1
5 9 11 0 2
5 9 12 0 3
5 9 15 0 1
5 9 21 0 1
5 10 4 0 1
5 10 6 0 29
5 10 10 0 8
5 10 16 0 7
5 10 19 0 6
5 10 20 0 5
5 10 22 0 1
5 10 23 0 3
5 10 24 0 6
5 10 28 0 4
5 10 29 0 5
5 10 30 0 15
5 11 1 0 3
5 11 3 0 1
5 11 11 0 4
5 11 12 0 5
5 11 15 0 1
5 11 21 0 1
5 12 10 0 2
5 12 16 0 1
5 12 17 0 1
5 12 20 0 1
5 12 21 0 1
5 12 23 0 1
5 12 24 0 1
5 13 4 0 3
5 13 5 0 6
5 13 6 0 7
5 13 7 0 3
5 13 9 0 24
5 13 10 0 6
5 13 16 0 6
5 13 18 0 11
5 13 19 0 9
5 13 20 0 7
5 13 22 0 1
5 13 23 0 2
5 13 24 0 4
5 13 26 0 9
5 13 27 0 1
5 13 28 0 8
5 13 30 0 2
5 14 6 0 1
5 14 10 0 25
5 14 16 0 15
5 14 20 0 4
5 14 22 0 4
5 14 23 0 22
5 14 24 0 11
5 14 30 0 1
5 15 10 0 1
5 15 16 0 1
5 15 17 0 1
5 15 20 0 1
5 15 21 0 1
5 15 23 0 1
5 15 24 0 1
5 16 6 0 2
5 16 30 0 1
5 17 6 0 2
5 17 10 0 20
5 17 16 0 12
5 17 20 0 3
5 17 21 0 1
5 17 22 0 3
5 17 23 0 18
5 17 24 0 8
5 17 30 0 1
5 18 2 0 2
5 18 3 0 4
5 18 4 0 2
5 18 9 0 3
5 18 10 0 2
5 18 11 0 4
5 18 14 0 5
5 18 15 0 5
5 18 17 0 7
5 18 18 0 1
5 18 20 0 2
5 18 21 0 10
5 18 23 0 2
5 18 28 0 4
5 18 30 0 1
5 20 14 0 1
5 20 16 0 2
5 20 17 0 2
5 20 20 0 2
5 20 21 0 2
5 20 22 0 1
5 20 28 0 1
5 21 4 0 1
5 21 6 0 19
5 21 10 0 5
5 21 16 0 4
5 21 18 0 3
5 21 19 0 4
5 21 20 0 3
5 21 22 0 1
5 21 23 0 2
5 21 24 0 4
5 21 28 0 2
5 21 29 0 4
5 21 30 0 10
5 22 2 0 1
5 22 3 0 2
5 22 4 0 1
5 22 6 0 2
5 22 9 0 1
5 22 11 0 2
5 22 14 0 1
5 22 15 0 3
5 22 17 0 1
5 22 21 0 2
5 23 3 0 1
5 23 11 0 1
5 23 14 0 1
5 23 15 0 1
5 23 17 0 1
5 23 21 0 2
5 23 28 0 1
5 24 1 0 2
5 24 2 0 3
5 24 3 0 5
5 24 4 0 2
5 24 5 0 2
5 24 9 0 4
5 24 10 0 13
5 24 12 0 3
5 24 14 0 2
5 24 15 0 5
5 24 16 0 7
5 24 18 0 2
5 24 20 0 1
5 24 21 0 4
5 24 22 0 2
5 24 23 0 13
5 24 24 0 5
5 24 28 0 2
5 24 30 0 1
5 25 6 0 1
5 26 10 0 3
5 26 14 0 1
5 26 16 0 2
5 26 17 0 2
5 26 20 0 2
5 26 21 0 2
5 26 22 0 1
5 26 23 0 2
5 26 24 0 1
5 26 28 0 1
5 27 2 0 4
5 27 3 0 6
5 27 4 0 3
5 27 9 0 4
5 27 11 0 5
5 27 14 0 3
5 27 15 0 7
5 27 17 0 2
5 27 21 0 7
5 27 24 0 1
5 27 25 0 1
5 27 28 0 3
5 27 30 0 1
5 28 1 0 5
5 28 11 0 8
5 28 12 0 9
5 29 1 0 1
5 29 2 0 2
5 29 3 0 3
5 29 4 0 2
5 29 5 0 2
5 29 6 0 1
5 29 9 0 3
5 29 10 0 7
5 29 12 0 2
5 29 14 0 2
5 29 15 0 4
5 29 16 0 3
5 29 17 0 1
5 29 18 0 2
5 29 21 0 4
5 29 23 0 7
5 29 24 0 2
5 29 28 0 2
5 29 30 0 1
5 31 2 0 2
5 31 3 0 3
5 31 4 0 2
5 31 6 0 13
5 31 9 0 2
5 31 10 0 3
5 31 11 0 2
5 31 14 0 1
5 31 15 0 4
5 31 16 0 4
5 31 19 0 3
5 31 20 0 2
5 31 21 0 3
5 31 23 0 1
5 31 24 0 3
5 31 28 0 3
5 31 29 0 2
5 31 30 0 7
6 1 29 0 1
6 2 2 0 4
6 2 3 0 7
6 2 4 0 3
6 2 9 0 4
6 2 10 0 2
6 2 11 0 4
6 2 12 0 1
6 2 14 0 1
6 2 15 0 8
6 2 16 0 2
6 2 17 0 2
6 2 21 0 3
6 2 23 0 1
6 2 24 0 1
6 2 28 0 1
6 3 5 0 1
6 3 6 0 1
6 3 10 0 2
6 3 14 0 1
6 3 16 0 2
6 3 17 0 1
6 3 21 0 2
6 3 22 0 1
6 3 23 0 1
6 3 25 0 1
6 3 28 0 1
6 3 29 0 1
6 4 20 0 1
6 5 1 0 2
6 5 2 0 12
6 5 3 0 18
6 5 4 0 9
6 5 9 0 11
6 5 11 0 14
6 5 12 0 3
6 5 14 0 7
6 5 15 0 21
6 5 16 0 4
6 5 17 0 1
6 5 21 0 15
6 5 22 0 1
6 5 24 0 2
6 5 28 0 6
6 5 30 0 3
6 6 7 0 2
6 6 10 0 2
6 6 11 0 1
6 6 14 0 2
6 6 17 0 3
6 6 20 0 5
6 6 21 0 4
6 6 23 0 1
6 6 28 0 2
6 6 29 0 6
6 8 10 0 7
6 8 11 0 3
6 8 14 0 4
6 8 16 0 2
6 8 17 0 9
6 8 20 0 4
6 8 21 0 8
6 8 23 0 3
6 8 24 0 1
6 8 28 0 4
6 8 30 0 1
6 9 2 0 1
6 9 3 0 2
6 9 4 0 1
6 9 9 0 1
6 9 11 0 2
6 9 14 0 1
6 9 15 0 2
6 9 20 0 1
6 9 21 0 2
6 9 28 0 1
6 9 29 0 1
6 10 7 0 1
6 10 10 0 1
6 10 14 0 1
6 10 17 0 1
6 10 20 0 2
6 10 21 0 2
6 10 28 0 1
6 10 29 0 2
6 11 2 0 2
6 11 3 0 3
6 11 4 0 1
6 11 9 0 2
6 11 11 0 2
6 11 14 0 1
6 11 15 0 3
6 11 20 0 1
6 11 21 0 3
6 11 28 0 1
6 11 29 0 1
6 12 10 0 2
6 12 14 0 1
6 12 17 0 2
6 12 21 0 1
6 13 3 0 1
6 13 15 0 1
6 14 10 0 6
6 14 16 0 4
6 14 17 0 1
6 14 20 0 1
6 14 22 0 1
6 14 23 0 2
6 14 24 0 2
6 15 1 0 1
6 15 5 0 2
6 15 6 0 2
6 15 10 0 3
6 15 12 0 1
6 15 16 0 4
6 15 17 0 1
6 15 20 0 1
6 15 21 0 1
6 15 22 0 2
6 15 23 0 1
6 15 24 0 1
6 15 25 0 2
6 17 10 0 7
6 17 16 0 4
6 17 22 0 1
6 17 23 0 3
6 17 24 0 2
6 18 2 0 8
6 18 3 0 12
6 18 4 0 6
6 18 5 0 1
6 18 6 0 1
6 18 9 0 7
6 18 10 0 3
6 18 11 0 14
6 18 12 0 1
6 18 14 0 12
6 18 15 0 14
6 18 16 0 1
6 18 17 0 16
6 18 20 0 7
6 18 21 0 24
6 18 23 0 1
6 18 24 0 3
6 18 25 0 2
6 18 28 0 11
6 18 29 0 2
6 18 30 0 4
6 20 1 0 1
6 20 5 0 4
6 20 6 0 5
6 20 7 0 2
6 20 10 0 7
6 20 11 0 2
6 20 12 0 2
6 20 14 0 3
6 20 16 0 10
6 20 17 0 5
6 20 21 0 6
6 20 22 0 5
6 20 23 0 3
6 20 24 0 2
6 20 25 0 6
6 20 28 0 3
6 20 29 0 5
6 20 30 0 1
6 21 7 0 1
6 21 20 0 1
6 21 21 0 1
6 21 29 0 3
6 22 2 0 4
6 22 3 0 7
6 22 4 0 3
6 22 5 0 1
6 22 9 0 4
6 22 10 0 1
6 22 11 0 6
6 22 14 0 3
6 22 15 0 8
6 22 17 0 2
6 22 21 0 8
6 22 25 0 1
6 22 28 0 3
6 22 29 0 1
6 22 30 0 1
6 23 2 0 2
6 23 3 0 3
6 23 4 0 1
6 23 9 0 2
6 23 10 0 1
6 23 11 0 3
6 23 14 0 2
6 23 15 0 4
6 23 16 0 1
6 23 17 0 2
6 23 21 0 5
6 23 28 0 1
6 24 1 0 1
6 24 2 0 7
6 24 3 0 11
6 24 4 0 5
6 24 9 0 7
6 24 10 0 4
6 24 11 0 8
6 24 12 0 2
6 24 14 0 4
6 24 15 0 13
6 24 21 0 9
6 24 23 0 1
6 24 28 0 4
6 24 30 0 2
6 26 10 0 2
6 26 11 0 1
6 26 14 0 1
6 26 17 0 3
6 26 20 0 1
6 26 21 0 2
6 26 23 0 1
6 26 28 0 1
6 27 1 0 1
6 27 2 0 12
6 27 3 0 18
6 27 4 0 9
6 27 5 0 2
6 27 6 0 2
6 27 7 0 1
6 27 9 0 12
6 27 10 0 4
6 27 11 0 15
6 27 12 0 2
6 27 14 0 9
6 27 15 0 21
6 27 16 0 1
6 27 17 0 5
6 27 20 0 1
6 27 21 0 19
6 27 22 0 1
6 27 23 0 2
6 27 24 0 1
6 27 25 0 3
6 27 28 0 9
6 27 29 0 3
6 27 30 0 4
6 29 2 0 5
6 29 3 0 8
6 29 4 0 4
6 29 9 0 5
6 29 10 0 4
6 29 11 0 6
6 29 12 0 1
6 29 14 0 4
6 29 15 0 9
6 29 17 0 2
6 29 21 0 8
6 29 23 0 2
6 29 28 0 3
6 29 30 0 2
6 31 1 0 1
6 31 2 0 5
6 31 3 0 8
6 31 4 0 4
6 31 9 0 5
6 31 11 0 6
6 31 12 0 1
6 31 14 0 3
6 31 15 0 9
6 31 16 0 1
6 31 17 0 1
6 31 20 0 1
6 31 21 0 7
6 31 24 0 1
6 31 28 0 3
6 31 30 0 1
7 17 2 0 2
7 17 9 0 2
7 19 2 0 3
7 19 9 0 3
7 19 12 0 1
7 19 18 0 1
7 19 27 0 1
8 1 4 0 1
8 1 6 0 18
8 1 9 0 1
8 1 10 0 5
8 1 16 0 4
8 1 18 0 4
8 1 19 0 4
8 1 20 0 3
8 1 23 0 2
8 1 24 0 3
8 1 28 0 2
8 1 29 0 4
8 1 30 0 9
8 2 2 0 3
8 2 3 0 5
8 2 4 0 2
8 2 5 0 1
8 2 9 0 1
8 2 10 0 6
8 2 11 0 3
8 2 14 0 1
8 2 15 0 6
8 2 16 0 4
8 2 17 0 2
8 2 18 0 1
8 2 19 0 1
8 2 20 0 3
8 2 22 0 1
8 2 23 0 5
8 2 24 0 3
8 2 26 0 1
8 3 17 0 1
8 3 18 0 2
8 3 21 0 1
8 4 18 0 1
8 5 1 0 1
8 5 2 0 8
8 5 3 0 13
8 5 4 0 6
8 5 9 0 8
8 5 11 0 10
8 5 12 0 2
8 5 14 0 5
8 5 15 0 15
8 5 16 0 3
8 5 17 0 1
8 5 20 0 1
8 5 21 0 11
8 5 24 0 2
