x y z meta size
1 15 18 0 1
1 15 20 0 1
1 15 26 0 2
1 15 33 0 7
1 15 37 0 16
1 15 39 0 1
1 15 47 0 2
1 15 50 0 41
1 15 54 0 2
1 15 56 0 27
1 15 60 0 14
1 15 71 0 15
1 15 75 0 1
1 15 76 0 5
1 16 1 0 1
1 16 2 0 5
1 16 8 0 3
1 16 11 0 5
1 16 16 0 36
1 16 18 0 2
1 16 20 0 8
1 16 22 0 1
1 16 26 0 4
1 16 28 0 31
1 16 29 0 12
1 16 37 0 7
1 16 39 0 62
1 16 41 0 13
1 16 46 0 4
1 16 47 0 19
1 16 48 0 3
1 16 50 0 4
1 16 51 0 2
1 16 52 0 9
1 16 54 0 2
1 16 56 0 1
1 16 58 0 5
1 16 59 0 3
1 16 60 0 17
1 16 61 0 6
1 16 68 0 6
1 16 71 0 3
1 16 72 0 3
1 16 74 0 22
1 16 75 0 16
1 16 78 0 6
1 17 20 0 3
1 17 26 0 4
1 17 43 0 1
1 17 44 0 10
1 17 48 0 5
1 17 51 0 3
1 17 55 0 4
1 17 76 0 4
1 17 78 0 4
1 17 79 0 4
1 17 81 0 14
1 18 2 0 12
1 18 8 0 25
1 18 9 0 2
1 18 18 0 20
1 18 20 0 33
1 18 26 0 14
1 18 29 0 37
1 18 32 0 6
1 18 37 0 21
1 18 39 0 2
1 18 41 0 7
1 18 43 0 10
1 18 44 0 1
1 18 48 0 18
1 18 51 0 11
1 18 52 0 18
1 18 55 0 5
1 18 60 0 1
1 18 72 0 23
1 18 75 0 20
1 18 78 0 18
1 18 79 0 2
1 19 4 0 26
1 19 23 0 55
1 19 25 0 44
1 19 29 0 1
1 19 30 0 38
1 19 39 0 27
1 19 55 0 3
1 19 60 0 1
1 19 62 0 7
1 19 79 0 5
1 19 81 0 2
1 20 4 0 58
1 20 8 0 2
1 20 18 0 2
1 20 20 0 9
1 20 25 0 97
1 20 29 0 15
1 20 30 0 84
1 20 37 0 8
1 20 39 0 7
1 20 47 0 12
1 20 50 0 1
1 20 52 0 7
1 20 60 0 3
1 20 75 0 5
1 20 76 0 3
1 20 81 0 46
1 21 2 0 1
1 21 3 0 26
1 21 8 0 9
1 21 9 0 30
1 21 11 0 2
1 21 12 0 32
1 21 16 0 15
1 21 18 0 8
1 21 20 0 3
1 21 22 0 28
1 21 23 0 7
1 21 26 0 1
1 21 28 0 15
1 21 29 0 8
1 21 32 0 1
1 21 36 0 4
1 21 37 0 4
1 21 39 0 26
1 21 41 0 5
1 21 46 0 1
1 21 47 0 7
1 21 48 0 1
1 21 50 0 2
1 21 52 0 2
1 21 54 0 5
1 21 58 0 13
1 21 60 0 3
1 21 61 0 3
1 21 65 0 11
1 21 66 0 32
1 21 68 0 14
1 21 71 0 1
1 21 72 0 1
1 21 73 0 5
1 21 74 0 9
1 21 75 0 5
1 21 78 0 2
1 22 3 0 17
1 22 4 0 5
1 22 9 0 20
1 22 11 0 1
1 22 12 0 21
1 22 22 0 19
1 22 23 0 5
1 22 25 0 9
1 22 28 0 10
1 22 29 0 1
1 22 30 0 8
1 22 36 0 3
1 22 37 0 1
1 22 45 0 1
1 22 47 0 1
1 22 50 0 1
1 22 52 0 3
1 22 54 0 3
1 22 58 0 8
1 22 65 0 7
1 22 66 0 21
1 22 68 0 9
1 22 73 0 3
1 22 81 0 4
1 23 1 0 5
1 23 2 0 2
1 23 4 0 7
1 23 8 0 12
1 23 9 0 29
1 23 18 0 9
1 23 20 0 26
1 23 21 0 28
1 23 22 0 10
1 23 24 0 37
1 23 25 0 13
1 23 26 0 28
1 23 28 0 57
1 23 29 0 11
1 23 30 0 11
1 23 33 0 1
1 23 37 0 7
1 23 39 0 26
1 23 41 0 51
1 23 46 0 2
1 23 47 0 7
1 23 48 0 2
1 23 50 0 3
1 23 51 0 1
1 23 52 0 5
1 23 53 0 8
1 23 54 0 75
1 23 55 0 3
1 23 56 0 5
1 23 58 0 26
1 23 59 0 5
1 23 60 0 104
1 23 61 0 3
1 23 62 0 34
1 23 68 0 50
1 23 74 0 9
1 23 75 0 1
1 23 77 0 25
1 23 79 0 5
1 23 81 0 20
1 24 2 0 1
1 24 11 0 9
1 24 28 0 4
1 24 32 0 3
1 24 50 0 8
1 24 58 0 1
1 24 59 0 1
1 24 60 0 27
1 24 68 0 1
1 24 75 0 1
1 25 72 0 5
1 26 3 0 4
1 26 9 0 13
1 26 11 0 1
1 26 12 0 14
1 26 22 0 2
1 26 23 0 21
1 26 28 0 17
1 26 29 0 1
1 26 32 0 1
1 26 36 0 31
1 26 50 0 1
1 26 52 0 16
1 26 54 0 5
1 26 58 0 1
1 26 65 0 33
1 26 66 0 4
1 26 68 0 15
1 26 73 0 16
1 27 22 0 5
1 27 58 0 16
1 28 2 0 2
1 28 8 0 25
1 28 11 0 10
1 28 16 0 24
1 28 18 0 20
1 28 20 0 9
1 28 22 0 2
1 28 23 0 6
1 28 28 0 22
1 28 29 0 24
1 28 37 0 14
1 28 39 0 52
1 28 41 0 11
1 28 46 0 3
1 28 47 0 15
1 28 48 0 7
1 28 50 0 9
1 28 51 0 5
1 28 52 0 2
1 28 54 0 7
1 28 58 0 2
1 28 60 0 37
1 28 61 0 6
1 28 65 0 10
1 28 68 0 21
1 28 71 0 11
1 28 72 0 8
1 28 73 0 5
1 28 74 0 18
1 28 75 0 9
1 28 78 0 5
1 29 1 0 2
1 29 2 0 3
1 29 8 0 6
1 29 11 0 2
1 29 18 0 5
1 29 22 0 2
1 29 28 0 34
1 29 29 0 11
1 29 37 0 6
1 29 39 0 5
1 29 47 0 2
1 29 50 0 2
1 29 56 0 2
1 29 58 0 6
1 29 59 0 5
1 29 60 0 10
1 29 61 0 8
1 29 75 0 5
1 30 1 0 2
1 30 2 0 5
1 30 4 0 13
1 30 8 0 21
1 30 18 0 17
1 30 20 0 14
1 30 21 0 49
1 30 22 0 1
1 30 24 0 64
1 30 25 0 22
1 30 26 0 5
1 30 28 0 1
1 30 29 0 21
1 30 30 0 19
1 30 37 0 12
1 30 39 0 44
1 30 41 0 45
1 30 46 0 3
1 30 47 0 12
1 30 48 0 2
1 30 51 0 1
1 30 52 0 10
1 30 53 0 13
1 30 55 0 5
1 30 56 0 2
1 30 58 0 5
1 30 59 0 4
1 30 60 0 64
1 30 61 0 5
1 30 62 0 59
1 30 74 0 16
1 30 75 0 14
1 30 79 0 7
1 30 81 0 35
1 31 1 0 11
1 31 2 0 15
1 31 22 0 8
1 31 26 0 1
1 31 33 0 3
1 31 46 0 1
1 31 50 0 11
1 31 53 0 5
1 31 56 0 12
1 31 58 0 24
1 31 59 0 20
1 31 75 0 26
1 31 77 0 3
1 32 3 0 4
1 32 8 0 3
1 32 9 0 8
1 32 11 0 3
1 32 12 0 9
1 32 18 0 2
1 32 20 0 8
1 32 22 0 3
1 32 23 0 2
1 32 26 0 11
1 32 28 0 33
1 32 29 0 5
1 32 36 0 6
1 32 37 0 2
1 32 48 0 15
1 32 50 0 3
1 32 51 0 9
1 32 52 0 1
1 32 54 0 10
1 32 55 0 7
1 32 58 0 1
1 32 60 0 4
1 32 65 0 3
1 32 66 0 5
1 32 68 0 29
1 32 73 0 1
1 32 79 0 11
1 32 81 0 36
1 33 4 0 56
1 33 8 0 1
1 33 10 0 1
1 33 11 0 1
1 33 18 0 1
1 33 20 0 2
1 33 22 0 14
1 33 25 0 94
1 33 26 0 9
1 33 29 0 12
1 33 30 0 81
1 33 37 0 6
1 33 39 0 6
1 33 45 0 27
1 33 46 0 2
1 33 47 0 12
1 33 48 0 12
1 33 51 0 7
1 33 52 0 7
1 33 55 0 6
1 33 58 0 44
1 33 60 0 3
1 33 62 0 14
1 33 71 0 2
1 33 75 0 5
1 33 76 0 3
1 33 79 0 8
1 33 81 0 74
1 34 1 0 130
1 34 2 0 5
1 34 4 0 14
1 34 8 0 1
1 34 11 0 18
1 34 16 0 67
1 34 20 0 4
1 34 22 0 1
1 34 23 0 5
1 34 25 0 24
1 34 26 0 7
1 34 28 0 38
1 34 29 0 5
1 34 30 0 21
1 34 33 0 35
1 34 37 0 78
1 34 39 0 91
1 34 41 0 25
1 34 46 0 8
1 34 47 0 7
1 34 48 0 6
1 34 50 0 216
1 34 51 0 3
1 34 52 0 11
1 34 54 0 10
1 34 56 0 132
1 34 58 0 1
1 34 60 0 6
1 34 61 0 13
1 34 65 0 7
1 34 68 0 30
1 34 71 0 24
1 34 72 0 5
1 34 73 0 3
1 34 74 0 41
1 34 75 0 5
1 34 76 0 81
1 34 78 0 11
1 34 81 0 11
1 35 3 0 2
1 35 8 0 2
1 35 11 0 19
1 35 18 0 1
1 35 22 0 8
1 35 23 0 18
1 35 28 0 32
1 35 29 0 3
1 35 37 0 2
1 35 50 0 18
1 35 52 0 14
1 35 54 0 10
1 35 58 0 3
1 35 65 0 27
1 35 66 0 2
1 35 68 0 29
1 35 73 0 13
1 36 1 0 79
1 36 3 0 2
1 36 4 0 9
1 36 8 0 19
1 36 11 0 19
1 36 18 0 16
1 36 20 0 6
1 36 22 0 7
1 36 23 0 17
1 36 25 0 15
1 36 28 0 32
1 36 29 0 7
1 36 30 0 13
1 36 33 0 21
1 36 37 0 54
1 36 39 0 13
1 36 47 0 24
1 36 50 0 139
1 36 52 0 19
1 36 54 0 10
1 36 56 0 80
1 36 58 0 3
1 36 60 0 3
1 36 65 0 27
1 36 66 0 2
1 36 68 0 29
1 36 73 0 13
1 36 75 0 9
1 36 76 0 49
1 36 81 0 7
1 37 1 0 2
1 37 2 0 4
1 37 8 0 22
1 37 11 0 1
1 37 18 0 18
1 37 20 0 2
1 37 22 0 8
1 37 26 0 3
1 37 28 0 24
1 37 29 0 2
1 37 37 0 1
1 37 39 0 14
1 37 46 0 1
1 37 47 0 34
1 37 48 0 1
1 37 56 0 2
1 37 58 0 24
1 37 59 0 4
1 37 60 0 1
1 37 61 0 5
1 37 75 0 21
1 37 77 0 2
1 38 1 0 60
1 38 2 0 79
1 38 3 0 60
1 38 9 0 27
1 38 10 0 35
1 38 11 0 12
1 38 12 0 19
1 38 20 0 8
1 38 22 0 240
1 38 23 0 46
1 38 26 0 12
1 38 28 0 17
1 38 29 0 1
1 38 32 0 1
1 38 33 0 16
1 38 36 0 48
1 38 41 0 9
1 38 44 0 13
1 38 46 0 2
1 38 50 0 11
1 38 52 0 36
1 38 54 0 5
1 38 55 0 16
1 38 56 0 62
1 38 58 0 257
1 38 59 0 106
1 38 60 0 8
1 38 65 0 72
1 38 66 0 72
1 38 68 0 14
1 38 73 0 35
1 38 75 0 132
1 38 79 0 24
1 39 3 0 9
1 39 9 0 6
1 39 11 0 3
1 39 12 0 6
1 39 20 0 35
1 39 22 0 20
1 39 23 0 32
1 39 26 0 49
1 39 28 0 19
1 39 29 0 1
1 39 32 0 3
1 39 36 0 16
1 39 44 0 2
1 39 46 0 29
1 39 50 0 27
1 39 52 0 25
1 39 54 0 5
1 39 56 0 3
1 39 58 0 8
1 39 65 0 49
1 39 66 0 11
1 39 68 0 17
1 39 73 0 24
1 39 76 0 1
1 39 77 0 40
1 40 9 0 3
1 40 11 0 2
1 40 12 0 3
1 40 22 0 1
1 40 23 0 1
1 40 26 0 1
1 40 28 0 24
1 40 29 0 1
1 40 36 0 2
1 40 41 0 38
1 40 46 0 12
1 40 48 0 1
1 40 50 0 2
1 40 51 0 1
1 40 52 0 1
1 40 54 0 7
1 40 60 0 42
1 40 65 0 2
1 40 66 0 1
1 40 68 0 21
1 40 73 0 1
1 40 74 0 62
1 41 44 0 14
1 41 55 0 18
1 41 74 0 11
1 41 79 0 25
1 42 3 0 17
1 42 9 0 19
1 42 11 0 1
1 42 12 0 20
1 42 20 0 10
1 42 22 0 18
1 42 23 0 4
1 42 26 0 15
1 42 28 0 10
1 42 36 0 17
1 42 43 0 3
1 42 45 0 1
1 42 48 0 19
1 42 50 0 1
1 42 51 0 12
1 42 52 0 3
1 42 54 0 3
1 42 55 0 2
1 42 58 0 7
1 42 65 0 7
1 42 66 0 20
1 42 68 0 9
1 42 73 0 3
1 44 10 0 11
1 44 20 0 2
1 44 26 0 3
1 44 28 0 2
1 44 45 0 1
1 44 58 0 1
1 44 68 0 2
1 44 71 0 34
1 44 75 0 1
1 44 76 0 33
1 44 81 0 1
1 45 2 0 12
1 45 8 0 4
1 45 9 0 15
1 45 18 0 3
1 45 20 0 15
1 45 22 0 1
1 45 26 0 15
1 45 29 0 7
1 45 37 0 4
1 45 41 0 55
1 45 44 0 2
1 45 48 0 19
1 45 51 0 12
1 45 52 0 3
1 45 55 0 3
1 45 60 0 71
1 45 75 0 21
1 45 79 0 4
1 46 4 0 3
1 46 8 0 16
1 46 10 0 11
1 46 11 0 14
1 46 18 0 13
1 46 20 0 4
1 46 23 0 5
1 46 25 0 5
1 46 26 0 4
1 46 28 0 9
1 46 29 0 24
1 46 30 0 4
1 46 37 0 14
1 46 50 0 13
1 46 52 0 1
1 46 58 0 1
1 46 59 0 1
1 46 60 0 8
1 46 65 0 1
1 46 68 0 1
1 46 75 0 1
1 46 81 0 2
1 47 16 0 10
1 47 60 0 1
1 47 72 0 9
1 48 1 0 17
1 48 2 0 23
1 48 20 0 4
1 48 21 0 11
1 48 22 0 7
1 48 24 0 15
1 48 26 0 6
1 48 33 0 4
1 48 41 0 10
1 48 48 0 8
1 48 51 0 5
1 48 55 0 7
1 48 56 0 17
1 48 58 0 23
1 48 59 0 30
1 48 60 0 12
1 48 72 0 2
1 48 75 0 38
1 48 79 0 10
1 48 81 0 36
1 49 8 0 12
1 49 18 0 9
1 49 20 0 11
1 49 29 0 18
1 49 31 0 8
1 49 37 0 10
1 49 52 0 9
1 49 60 0 5
1 49 71 0 17
1 49 76 0 39
1 49 78 0 52
1 50 8 0 37
1 50 18 0 31
1 50 19 0 32
1 50 20 0 35
1 50 29 0 56
1 50 37 0 32
1 50 52 0 29
1 50 60 0 17
1 50 62 0 4
1 50 71 0 1
1 50 81 0 3
1 51 3 0 14
1 51 9 0 22
1 51 11 0 11
1 51 12 0 24
1 51 22 0 9
1 51 23 0 16
1 51 28 0 8
1 51 36 0 2
1 51 47 0 1
1 51 50 0 10
1 51 52 0 12
1 51 54 0 1
1 51 58 0 4
1 51 60 0 31
1 51 65 0 24
1 51 66 0 18
1 51 68 0 4
1 51 73 0 12
1 52 1 0 7
1 52 2 0 9
1 52 13 0 5
1 52 22 0 4
1 52 32 0 41
1 52 33 0 1
1 52 36 0 4
1 52 56 0 7
1 52 58 0 14
1 52 59 0 12
1 52 75 0 15
1 53 1 0 4
1 53 2 0 5
1 53 8 0 46
1 53 11 0 40
1 53 18 0 38
1 53 22 0 1
1 53 23 0 3
1 53 28 0 55
1 53 29 0 70
1 53 33 0 1
1 53 37 0 41
1 53 39 0 4
1 53 47 0 1
1 53 50 0 37
1 53 52 0 2
1 53 56 0 4
1 53 58 0 8
1 53 59 0 7
1 53 60 0 10
1 53 61 0 7
1 53 65 0 5
1 53 68 0 2
1 53 73 0 2
1 53 75 0 8
1 54 39 0 2
1 54 44 0 2
1 54 46 0 8
1 54 55 0 3
1 54 74 0 3
1 54 77 0 30
1 54 79 0 5
1 55 3 0 11
1 55 4 0 3
1 55 9 0 12
1 55 11 0 1
1 55 12 0 13
1 55 22 0 11
1 55 23 0 3
1 55 25 0 6
1 55 28 0 6
1 55 29 0 1
1 55 30 0 5
1 55 36 0 1
1 55 50 0 1
1 55 52 0 2
1 55 54 0 2
1 55 58 0 5
1 55 65 0 4
1 55 66 0 13
1 55 68 0 6
1 55 71 0 6
1 55 73 0 2
1 55 81 0 2
1 56 2 0 16
1 56 8 0 77
1 56 9 0 3
1 56 18 0 63
1 56 20 0 88
1 56 26 0 19
1 56 29 0 118
1 56 37 0 68
1 56 39 0 9
1 56 47 0 3
1 56 48 0 25
1 56 51 0 16
1 56 52 0 60
1 56 57 0 2
1 56 60 0 33
1 56 61 0 10
1 56 71 0 1
1 56 75 0 26
1 56 76 0 1
1 57 2 0 1
1 57 4 0 7
1 57 8 0 12
1 57 18 0 10
1 57 20 0 8
1 57 21 0 29
1 57 24 0 38
1 57 25 0 13
1 57 26 0 1
1 57 29 0 12
1 57 30 0 11
1 57 37 0 7
1 57 39 0 26
1 57 41 0 26
1 57 46 0 1
1 57 47 0 7
1 57 48 0 1
1 57 52 0 6
1 57 55 0 3
1 57 60 0 38
1 57 61 0 3
1 57 74 0 9
1 57 75 0 5
1 57 79 0 5
1 57 81 0 25
1 58 7 0 1
1 58 13 0 12
1 58 20 0 17
1 58 21 0 2
1 58 22 0 1
1 58 26 0 24
1 58 28 0 2
1 58 32 0 19
1 58 36 0 6
1 58 68 0 1
1 59 71 0 3
1 60 3 0 5
1 60 8 0 13
1 60 9 0 1
1 60 11 0 24
1 60 12 0 1
1 60 18 0 10
1 60 23 0 17
1 60 28 0 69
1 60 29 0 19
1 60 37 0 11
1 60 50 0 22
1 60 52 0 13
1 60 54 0 21
1 60 60 0 20
1 60 65 0 26
1 60 66 0 6
1 60 68 0 62
1 60 73 0 12
1 61 1 0 1
1 61 2 0 1
1 61 3 0 2
1 61 22 0 9
1 61 36 0 9
1 61 49 0 46
1 61 56 0 1
1 61 57 0 20
1 61 58 0 27
1 61 59 0 2
1 61 75 0 3
1 61 81 0 1
1 62 3 0 32
1 62 9 0 21
1 62 11 0 2
1 62 12 0 23
1 62 22 0 23
1 62 23 0 26
1 62 28 0 3
1 62 32 0 1
1 62 36 0 39
1 62 50 0 2
1 62 52 0 20
1 62 58 0 10
1 62 65 0 40
1 62 66 0 38
1 62 68 0 2
1 62 73 0 20
1 63 1 0 8
1 63 2 0 9
1 63 3 0 4
1 63 8 0 8
1 63 9 0 52
1 63 11 0 13
1 63 12 0 4
1 63 16 0 2
1 63 18 0 6
1 63 22 0 15
1 63 23 0 3
1 63 26 0 1
1 63 28 0 36
1 63 29 0 12
1 63 33 0 2
1 63 36 0 7
1 63 37 0 6
1 63 41 0 42
1 63 44 0 1
1 63 48 0 1
1 63 50 0 12
1 63 51 0 1
1 63 52 0 1
1 63 54 0 11
1 63 55 0 1
1 63 56 0 8
1 63 58 0 21
1 63 59 0 14
1 63 60 0 63
1 63 65 0 4
1 63 66 0 5
1 63 68 0 32
1 63 73 0 2
1 63 75 0 16
1 63 79 0 1
1 64 9 0 43
1 64 12 0 46
1 64 43 0 55
1 64 55 0 39
1 64 76 0 28
1 64 78 0 21
1 65 1 0 2
1 65 2 0 3
1 65 3 0 9
1 65 8 0 5
1 65 9 0 9
1 65 12 0 7
1 65 18 0 4
1 65 20 0 3
1 65 22 0 4
1 65 23 0 8
1 65 26 0 1
1 65 28 0 4
1 65 29 0 7
1 65 36 0 12
1 65 37 0 4
1 65 41 0 13
1 65 45 0 32
1 65 52 0 10
1 65 54 0 6
1 65 56 0 3
1 65 58 0 2
1 65 59 0 5
1 65 60 0 16
1 65 65 0 12
1 65 66 0 12
1 65 68 0 3
1 65 73 0 6
1 65 74 0 8
1 65 75 0 5
1 65 77 0 2
1 66 8 0 12
1 66 18 0 9
1 66 19 0 10
1 66 20 0 11
1 66 29 0 17
1 66 37 0 10
1 66 43 0 4
1 66 52 0 9
1 66 55 0 3
1 66 60 0 5
1 66 62 0 1
1 67 2 0 10
1 67 3 0 1
1 67 8 0 72
1 67 9 0 1
1 67 11 0 38
1 67 12 0 1
1 67 16 0 139
1 67 18 0 60
1 67 20 0 44
1 67 22 0 2
1 67 23 0 10
1 67 26 0 1
1 67 28 0 79
1 67 29 0 48
1 67 37 0 28
1 67 39 0 236
1 67 41 0 52
1 67 46 0 17
1 67 47 0 67
1 67 48 0 34
1 67 50 0 35
1 67 51 0 22
1 67 52 0 43
1 67 54 0 22
1 67 58 0 3
1 67 59 0 1
1 67 61 0 28
1 67 65 0 16
1 67 66 0 1
1 67 68 0 63
1 67 71 0 50
1 67 72 0 11
1 67 73 0 8
1 67 74 0 85
1 67 75 0 45
1 67 78 0 23
1 68 3 0 42
1 68 20 0 12
1 68 26 0 18
1 68 36 0 38
1 68 49 0 1
1 68 77 0 36
1 69 3 0 14
1 69 8 0 1
1 69 9 0 4
1 69 11 0 9
1 69 12 0 4
1 69 18 0 1
1 69 22 0 2
1 69 23 0 35
1 69 28 0 31
1 69 29 0 1
1 69 36 0 3
1 69 37 0 1
1 69 50 0 8
1 69 52 0 27
1 69 54 0 9
1 69 58 0 1
1 69 60 0 1
1 69 65 0 54
1 69 66 0 17
1 69 68 0 28
1 69 73 0 26
1 70 3 0 54
1 70 9 0 9
1 70 12 0 10
1 70 20 0 18
1 70 22 0 8
1 70 23 0 2
1 70 26 0 26
1 70 28 0 5
1 70 36 0 57
1 70 49 0 1
1 70 52 0 1
1 70 54 0 1
1 70 58 0 3
1 70 65 0 3
1 70 66 0 10
1 70 68 0 4
1 70 73 0 1
1 70 74 0 2
1 70 77 0 53
1 71 1 0 32
1 71 2 0 43
1 71 9 0 5
1 71 22 0 80
1 71 32 0 1
1 71 33 0 8
1 71 41 0 5
1 71 44 0 7
1 71 55 0 9
1 71 56 0 33
1 71 58 0 93
1 71 59 0 57
1 71 60 0 6
1 71 75 0 72
1 71 79 0 13
1 72 1 0 17
1 72 2 0 17
1 72 4 0 14
1 72 8 0 5
1 72 18 0 4
1 72 20 0 18
1 72 21 0 62
1 72 22 0 12
1 72 24 0 82
1 72 25 0 25
1 72 26 0 7
1 72 28 0 1
1 72 29 0 20
1 72 30 0 21
1 72 33 0 4
1 72 37 0 12
1 72 39 0 82
1 72 41 0 43
1 72 46 0 3
1 72 47 0 14
1 72 48 0 9
1 72 51 0 6
1 72 52 0 10
1 72 55 0 2
1 72 56 0 18
1 72 58 0 36
1 72 59 0 31
1 72 60 0 52
1 72 61 0 10
1 72 74 0 18
1 72 75 0 34
1 72 79 0 3
1 72 81 0 22
1 73 1 0 6
1 73 2 0 7
1 73 3 0 20
1 73 8 0 1
1 73 9 0 23
1 73 11 0 1
1 73 12 0 14
1 73 22 0 6
1 73 23 0 16
1 73 26 0 1
1 73 28 0 1
1 73 29 0 1
1 73 32 0 1
1 73 33 0 1
1 73 36 0 24
