x y z meta size
2 80 62 0 8
2 81 61 0 5
2 81 62 0 143
3 20 81 0 141
3 22 80 0 348
3 23 79 0 25
3 24 79 0 58
3 25 78 0 851
3 26 77 0 18
3 27 77 0 234
3 28 76 0 177
3 29 76 0 32
3 30 75 0 882
3 31 74 0 4
3 31 75 0 2
3 32 74 0 7
3 34 73 0 127
3 35 72 0 98
3 36 72 0 426
3 37 71 0 116
3 38 71 0 71
3 39 70 0 80
3 40 70 0 23
3 41 69 0 1
3 42 69 0 827
3 43 68 0 5
3 43 69 0 20
3 44 68 0 202
3 45 68 0 109
3 46 67 0 150
3 47 67 0 43
3 48 66 0 3
3 48 67 0 32
3 49 66 0 11
3 50 66 0 704
3 51 65 0 4
3 51 66 0 97
3 52 65 0 104
3 53 65 0 431
3 54 65 0 317
3 55 64 0 20
3 55 65 0 12
3 56 64 0 572
3 57 64 0 550
3 58 63 0 1
3 58 64 0 174
3 59 63 0 44
3 59 64 0 34
3 60 63 0 157
3 60 64 0 1
3 61 63 0 294
3 62 63 0 268
3 63 63 0 266
3 64 62 0 8
3 64 63 0 85
3 65 62 0 41
3 65 63 0 26
3 66 62 0 17
3 66 63 0 6
3 67 62 0 442
3 68 62 0 735
3 69 62 0 813
3 70 62 0 138
3 71 62 0 391
3 72 62 0 169
3 73 62 0 312
3 74 61 0 2
3 74 62 0 438
3 75 61 0 2
3 75 62 0 120
3 76 61 0 6
3 76 62 0 169
3 77 62 0 249
3 78 61 0 6
3 78 62 0 165
3 79 61 0 4
3 79 62 0 64
3 80 61 0 2
3 80 62 0 166
3 81 61 0 9
3 81 62 0 112
4 20 81 0 215
4 21 81 0 9
4 22 80 0 519
4 23 79 0 56
4 24 79 0 38
4 25 78 0 856
4 26 77 0 11
4 27 77 0 283
4 28 76 0 167
4 29 76 0 29
4 30 75 0 514
4 31 74 0 9
4 31 75 0 2
4 32 74 0 390
4 33 73 0 55
4 34 73 0 359
4 35 72 0 86
4 36 72 0 240
4 37 71 0 146
4 38 71 0 421
4 39 70 0 40
4 40 70 0 668
4 41 69 0 28
4 42 69 0 588
4 43 68 0 8
4 43 69 0 5
4 44 68 0 719
4 45 68 0 93
4 46 67 0 11
4 47 67 0 531
4 48 67 0 44
4 49 66 0 214
4 50 66 0 459
4 51 65 0 2
4 51 66 0 67
4 52 65 0 63
4 53 65 0 610
4 54 64 0 1
4 54 65 0 124
4 55 64 0 80
4 55 65 0 11
4 56 64 0 375
4 57 64 0 628
4 58 63 0 1
4 58 64 0 13
4 59 63 0 25
4 59 64 0 39
4 60 63 0 196
4 60 64 0 2
4 61 63 0 776
4 62 63 0 744
4 63 63 0 517
4 64 62 0 1
4 64 63 0 25
4 65 62 0 69
4 65 63 0 34
4 66 62 0 203
4 66 63 0 1
4 67 62 0 170
4 68 62 0 546
4 69 62 0 907
4 70 62 0 708
4 71 62 0 796
4 72 62 0 592
4 73 62 0 527
4 74 62 0 336
4 75 62 0 102
4 76 61 0 2
4 76 62 0 158
4 77 61 0 4
4 77 62 0 24
4 78 61 0 11
4 78 62 0 108
4 79 61 0 11
4 79 62 0 196
4 80 61 0 11
4 80 62 0 61
4 81 61 0 1
4 81 62 0 15
5 20 81 0 62
5 21 81 0 2
5 22 80 0 175
5 23 79 0 38
5 24 79 0 48
5 25 78 0 384
5 26 77 0 15
5 27 77 0 287
5 28 76 0 187
5 29 76 0 10
5 30 75 0 830
5 31 74 0 8
5 31 75 0 3
5 32 74 0 767
5 33 73 0 41
5 34 73 0 316
5 35 72 0 175
5 36 72 0 358
5 37 71 0 64
5 38 71 0 198
5 39 70 0 77
5 40 70 0 394
5 41 69 0 25
5 41 70 0 1
5 42 69 0 100
5 43 68 0 10
5 43 69 0 5
5 44 68 0 452
5 45 68 0 191
5 46 67 0 106
5 47 67 0 381
5 48 66 0 6
5 48 67 0 17
5 49 66 0 226
5 50 66 0 48
5 51 65 0 7
5 51 66 0 38
5 52 65 0 319
5 53 65 0 884
5 54 64 0 1
5 54 65 0 18
5 55 64 0 44
5 55 65 0 10
5 56 64 0 403
5 57 64 0 145
5 58 63 0 2
5 58 64 0 225
5 59 64 0 4
5 60 63 0 258
5 61 63 0 195
5 62 63 0 124
5 63 63 0 160
5 64 62 0 11
5 64 63 0 97
5 65 62 0 67
5 65 63 0 19
5 66 62 0 10
5 66 63 0 1
5 67 62 0 176
5 68 62 0 244
5 69 62 0 927
5 70 62 0 651
5 71 62 0 774
5 72 62 0 229
5 73 62 0 154
5 74 61 0 2
5 74 62 0 171
5 75 61 0 2
5 75 62 0 100
5 76 61 0 9
5 76 62 0 175
5 77 61 0 6
5 77 62 0 180
5 78 61 0 8
5 78 62 0 152
5 79 61 0 1
5 79 62 0 55
5 80 61 0 17
5 80 62 0 124
5 81 61 0 5
5 81 62 0 147
6 20 81 0 29
6 21 81 0 1
6 22 80 0 496
6 23 79 0 154
6 24 79 0 17
6 25 78 0 77
6 26 77 0 9
6 27 77 0 124
6 28 76 0 400
6 29 76 0 9
6 30 75 0 617
6 31 74 0 13
6 31 75 0 2
6 32 74 0 140
6 33 73 0 13
6 34 73 0 223
6 35 72 0 211
6 36 72 0 30
6 37 71 0 223
6 38 71 0 423
6 39 70 0 35
6 40 70 0 409
6 41 69 0 67
6 41 70 0 1
6 42 69 0 143
6 43 68 0 13
6 43 69 0 4
6 44 68 0 426
6 45 68 0 125
6 46 67 0 1
6 47 67 0 267
6 48 66 0 3
6 49 66 0 154
6 50 66 0 57
6 51 65 0 3
6 51 66 0 19
6 52 65 0 183
6 53 65 0 925
6 54 64 0 2
6 54 65 0 160
6 55 64 0 91
6 55 65 0 6
6 56 64 0 180
6 57 64 0 347
6 58 64 0 30
6 59 63 0 59
6 59 64 0 18
6 60 63 0 25
6 61 63 0 869
6 62 63 0 746
6 63 62 0 1
6 63 63 0 359
6 64 62 0 1
6 64 63 0 55
6 65 62 0 49
6 65 63 0 16
6 66 62 0 174
6 66 63 0 1
6 67 62 0 343
6 68 62 0 598
6 69 62 0 45
6 70 62 0 503
6 71 62 0 603
6 72 62 0 65
6 73 62 0 6
6 74 61 0 4
6 74 62 0 218
6 75 61 0 7
6 75 62 0 208
6 76 61 0 8
6 76 62 0 162
6 77 61 0 4
6 77 62 0 97
6 78 61 0 1
6 78 62 0 96
6 79 61 0 14
6 79 62 0 76
6 80 61 0 15
6 80 62 0 103
6 81 61 0 22
6 81 62 0 60
7 20 81 0 338
7 21 81 0 1
7 22 80 0 19
7 23 79 0 201
7 25 78 0 682
7 26 77 0 7
7 27 77 0 287
7 28 76 0 533
7 29 76 0 17
7 30 75 0 799
7 31 75 0 1
7 32 74 0 590
7 33 73 0 57
7 34 73 0 367
7 35 72 0 25
7 36 72 0 323
7 37 71 0 77
7 38 71 0 139
7 39 70 0 160
7 40 70 0 278
7 41 69 0 4
7 42 69 0 38
7 43 68 0 3
7 43 69 0 6
7 44 68 0 418
7 45 68 0 71
7 46 67 0 267
7 47 67 0 391
7 48 66 0 13
7 48 67 0 7
7 49 66 0 295
7 50 66 0 250
7 51 65 0 11
7 51 66 0 46
7 52 65 0 8
7 53 65 0 62
7 54 64 0 3
7 54 65 0 137
7 55 64 0 81
7 55 65 0 6
7 56 64 0 140
7 57 64 0 108
7 58 63 0 1
7 58 64 0 163
7 59 63 0 27
7 59 64 0 18
7 60 63 0 303
7 61 63 0 620
7 62 63 0 134
7 63 62 0 1
7 63 63 0 134
7 64 62 0 5
7 64 63 0 20
7 65 62 0 4
7 65 63 0 2
7 66 62 0 91
7 66 63 0 1
7 67 62 0 59
7 68 62 0 100
7 69 62 0 765
7 70 62 0 680
7 71 62 0 221
7 72 61 0 1
7 72 62 0 283
7 73 61 0 1
7 73 62 0 73
7 74 61 0 6
7 74 62 0 104
7 75 61 0 2
7 75 62 0 70
7 76 61 0 14
7 76 62 0 130
7 77 61 0 9
7 77 62 0 71
7 78 61 0 27
7 78 62 0 21
7 79 61 0 28
7 79 62 0 105
7 80 61 0 25
7 80 62 0 66
7 81 61 0 10
7 81 62 0 5
8 20 81 0 372
8 21 81 0 1
8 22 80 0 293
8 23 79 0 317
8 24 79 0 13
8 25 78 0 420
8 26 77 0 71
8 27 77 0 51
8 28 76 0 275
8 29 75 0 1
8 29 76 0 15
8 30 75 0 980
8 31 74 0 37
8 32 74 0 26
8 33 73 0 25
8 34 73 0 353
8 35 72 0 323
8 36 72 0 274
8 37 71 0 255
8 38 71 0 142
8 39 70 0 206
8 40 70 0 27
8 41 69 0 140
8 42 69 0 27
8 43 69 0 11
8 44 68 0 886
8 45 67 0 1
8 45 68 0 144
8 46 67 0 107
8 47 67 0 498
8 48 66 0 18
8 48 67 0 10
8 49 66 0 209
8 50 66 0 184
8 51 65 0 17
8 51 66 0 15
8 52 65 0 253
8 53 65 0 505
8 54 64 0 6
8 54 65 0 80
8 55 64 0 132
8 55 65 0 3
8 56 64 0 69
8 57 64 0 17
8 58 63 0 5
8 58 64 0 89
8 59 63 0 98
8 59 64 0 6
8 60 63 0 246
8 61 63 0 495
8 62 63 0 319
8 63 62 0 3
8 63 63 0 254
8 64 62 0 25
8 64 63 0 65
8 65 62 0 187
8 65 63 0 6
8 66 62 0 316
8 67 62 0 724
8 68 62 0 584
8 69 62 0 269
8 70 62 0 495
8 71 62 0 192
8 72 61 0 2
8 72 62 0 52
8 73 61 0 1
8 73 62 0 229
8 74 61 0 7
8 74 62 0 109
8 75 61 0 16
8 75 62 0 42
8 76 61 0 26
8 76 62 0 75
8 77 61 0 12
8 77 62 0 55
8 78 62 0 42
8 79 61 0 6
8 79 62 0 38
8 80 61 0 34
8 80 62 0 47
8 81 61 0 38
8 81 62 0 27
9 20 81 0 406
9 21 80 0 1
9 22 80 0 270
9 23 79 0 184
9 24 79 0 8
9 25 78 0 124
9 26 77 0 9
9 27 77 0 70
9 28 76 0 134
9 29 75 0 1
9 29 76 0 7
9 30 75 0 686
9 31 74 0 26
9 32 74 0 216
9 33 73 0 236
9 34 73 0 14
9 35 72 0 305
9 36 72 0 24
9 37 71 0 257
9 38 71 0 71
9 39 70 0 427
9 40 70 0 243
9 41 69 0 149
9 42 69 0 595
9 43 68 0 43
9 43 69 0 1
9 44 68 0 716
9 45 67 0 3
9 45 68 0 65
9 46 67 0 84
9 47 67 0 248
9 48 66 0 30
9 48 67 0 8
9 49 66 0 731
9 50 66 0 449
9 51 65 0 2
9 51 66 0 10
9 52 65 0 85
9 53 65 0 755
9 54 64 0 7
9 54 65 0 75
9 55 64 0 120
9 56 64 0 951
9 57 64 0 584
9 58 63 0 5
9 58 64 0 26
9 59 63 0 110
9 59 64 0 4
9 60 63 0 701
9 61 63 0 635
9 62 63 0 424
9 63 62 0 6
9 63 63 0 128
9 64 62 0 18
9 64 63 0 9
9 65 62 0 1
9 65 63 0 3
9 66 62 0 411
9 67 62 0 661
9 68 62 0 999
9 69 62 0 196
9 70 62 0 213
9 71 61 0 1
9 71 62 0 174
9 72 61 0 5
9 72 62 0 1
9 73 61 0 1
9 73 62 0 210
9 74 61 0 23
9 74 62 0 109
9 75 61 0 24
9 75 62 0 99
9 76 61 0 39
9 76 62 0 47
9 77 61 0 18
9 77 62 0 58
9 78 61 0 73
9 78 62 0 38
9 79 61 0 14
9 79 62 0 41
9 80 61 0 32
9 80 62 0 19
9 81 61 0 47
9 81 62 0 2
10 20 81 0 490
10 21 80 0 2
10 22 80 0 215
10 23 79 0 108
10 24 78 0 1
10 25 78 0 471
10 26 77 0 47
10 27 77 0 57
10 28 76 0 125
10 29 75 0 7
10 30 75 0 127
10 31 74 0 53
10 32 74 0 375
10 33 73 0 22
10 34 73 0 44
10 35 72 0 85
10 36 72 0 18
10 37 71 0 562
10 38 71 0 137
10 39 70 0 135
10 40 70 0 12
10 41 69 0 326
10 42 69 0 578
10 43 68 0 88
10 43 69 0 2
10 44 68 0 650
10 45 67 0 7
10 45 68 0 25
10 46 67 0 176
10 47 67 0 322
10 48 66 0 21
10 48 67 0 4
10 49 66 0 584
10 50 66 0 238
10 51 65 0 54
10 51 66 0 3
10 52 65 0 552
10 53 65 0 31
10 54 64 0 4
10 54 65 0 49
10 55 64 0 101
10 56 64 0 564
10 57 64 0 372
10 58 63 0 10
10 58 64 0 4
10 59 63 0 229
10 60 63 0 98
10 61 63 0 618
10 62 62 0 1
10 62 63 0 399
10 63 62 0 21
10 63 63 0 36
10 64 62 0 3
10 64 63 0 17
10 65 62 0 130
10 66 62 0 705
10 67 62 0 456
10 68 62 0 622
10 69 62 0 270
10 70 61 0 1
10 70 62 0 109
10 71 62 0 37
10 72 61 0 9
10 72 62 0 1
10 73 61 0 21
10 73 62 0 87
10 74 61 0 41
10 74 62 0 3
10 75 61 0 50
10 75 62 0 34
10 76 61 0 78
10 76 62 0 17
10 77 61 0 102
10 77 62 0 12
10 78 61 0 82
10 78 62 0 8
10 79 61 0 48
10 79 62 0 1
10 80 61 0 51
10 80 62 0 6
10 81 61 0 78
10 81 62 0 6
11 20 81 0 247
11 21 80 0 8
11 22 80 0 81
11 23 79 0 284
11 24 78 0 4
11 25 78 0 337
11 26 77 0 221
11 27 77 0 27
11 28 76 0 93
11 29 75 0 8
11 30 75 0 619
11 31 74 0 118
11 32 74 0 217
11 33 73 0 215
11 34 73 0 68
11 35 72 0 316
11 36 72 0 49
11 37 71 0 748
11 38 71 0 75
11 39 70 0 648
11 40 70 0 93
11 41 69 0 101
11 42 69 0 420
11 43 68 0 88
11 44 68 0 809
11 45 67 0 13
11 45 68 0 17
11 46 67 0 485
11 47 67 0 331
11 48 66 0 1
11 48 67 0 1
11 49 66 0 960
11 50 65 0 1
11 50 66 0 106
11 51 65 0 57
11 51 66 0 2
11 52 65 0 423
11 53 65 0 337
11 54 64 0 18
11 54 65 0 10
11 55 64 0 290
11 56 64 0 575
11 57 63 0 1
11 57 64 0 214
11 58 63 0 13
11 58 64 0 25
11 59 63 0 294
11 60 63 0 555
11 61 63 0 419
11 62 62 0 2
11 62 63 0 51
11 63 62 0 8
11 63 63 0 44
11 64 62 0 114
11 64 63 0 4
11 65 62 0 418
11 66 62 0 97
11 67 62 0 892
11 68 62 0 177
11 69 62 0 478
11 70 61 0 3
11 70 62 0 132
11 71 61 0 5
11 71 62 0 46
11 72 61 0 21
11 72 62 0 82
11 73 61 0 6
11 73 62 0 42
11 74 61 0 46
11 74 62 0 4
11 75 61 0 42
11 75 62 0 18
11 76 61 0 64
11 76 62 0 9
11 77 61 0 10
11 77 62 0 11
11 78 61 0 52
11 78 62 0 6
11 79 61 0 214
11 79 62 0 3
11 80 61 0 189
11 80 62 0 4
11 81 61 0 144
11 81 62 0 6
12 20 81 0 341
12 21 80 0 13
12 22 80 0 65
12 23 79 0 322
12 24 78 0 4
12 25 78 0 106
12 26 77 0 193
12 27 77 0 17
12 28 76 0 434
12 29 75 0 38
12 30 75 0 227
12 31 74 0 118
12 32 74 0 35
12 33 73 0 549
12 34 73 0 10
12 35 72 0 547
12 36 71 0 1
12 36 72 0 14
12 37 71 0 290
12 38 70 0 2
12 38 71 0 12
12 39 70 0 586
12 40 70 0 39
12 41 69 0 519
12 42 69 0 25
12 43 68 0 187
12 44 68 0 361
12 45 67 0 12
12 45 68 0 5
12 46 67 0 242
12 47 67 0 186
12 48 66 0 31
12 49 66 0 490
12 50 65 0 2
12 50 66 0 94
12 51 65 0 245
12 52 65 0 66
12 53 65 0 238
12 54 64 0 126
12 54 65 0 4
12 55 64 0 265
12 56 64 0 571
12 57 63 0 5
12 57 64 0 113
12 58 63 0 35
12 59 63 0 363
12 60 63 0 598
12 61 63 0 455
12 62 62 0 7
12 62 63 0 106
12 63 62 0 11
12 63 63 0 3
12 64 62 0 110
12 65 62 0 275
12 66 62 0 258
12 67 62 0 202
12 68 62 0 597
12 69 61 0 2
12 69 62 0 227
12 70 61 0 5
12 70 62 0 208
12 71 61 0 5
12 71 62 0 3
12 72 61 0 64
12 72 62 0 48
12 73 61 0 38
12 73 62 0 14
12 74 61 0 151
12 74 62 0 16
12 75 61 0 8
12 75 62 0 4
12 76 61 0 46
12 76 62 0 1
12 77 61 0 171
12 77 62 0 1
12 78 61 0 311
12 78 62 0 2
12 79 61 0 112
12 79 62 0 1
12 80 61 0 19
12 80 62 0 2
12 81 61 0 387
12 81 62 0 1
13 20 81 0 105
13 21 80 0 77
13 23 79 0 111
13 24 78 0 33
13 25 78 0 25
13 26 77 0 654
13 27 76 0 1
13 28 76 0 29
13 29 75 0 17
13 30 75 0 164
13 31 74 0 260
13 32 74 0 11
13 33 73 0 339
13 34 72 0 6
13 34 73 0 2
13 35 72 0 663
13 36 71 0 14
13 36 72 0 1
13 37 71 0 807
13 38 70 0 13
13 38 71 0 5
13 39 70 0 386
13 40 69 0 7
13 40 70 0 23
13 41 69 0 171
13 42 69 0 96
13 43 68 0 202
13 44 68 0 305
13 45 67 0 123
13 45 68 0 1
13 46 67 0 358
13 47 66 0 1
13 47 67 0 110
13 48 66 0 113
13 49 66 0 475
13 50 65 0 11
13 50 66 0 17
13 51 65 0 356
13 52 65 0 232
13 53 64 0 8
13 53 65 0 25
13 54 64 0 11
13 54 65 0 1
13 55 64 0 366
13 56 64 0 328
13 57 63 0 19
13 57 64 0 38
13 58 63 0 83
13 58 64 0 2
13 59 63 0 350
13 60 63 0 314
13 61 62 0 2
13 61 63 0 184
13 62 62 0 19
13 62 63 0 70
13 63 62 0 216
13 63 63 0 4
13 64 62 0 58
13 65 62 0 614
13 66 62 0 310
13 67 62 0 80
13 68 62 0 50
13 69 61 0 2
13 69 62 0 208
13 70 61 0 5
13 70 62 0 68
13 71 61 0 22
13 71 62 0 9
13 72 61 0 135
13 72 62 0 16
13 73 61 0 13
13 73 62 0 5
13 74 61 0 54
13 75 61 0 192
13 75 62 0 1
13 76 61 0 379
13 77 61 0 105
13 78 61 0 120
13 79 61 0 330
13 80 61 0 612
13 81 61 0 260
14 20 81 0 262
14 21 80 0 137
14 22 80 0 8
14 23 79 0 215
14 24 78 0 105
14 25 78 0 28
14 26 77 0 818
14 27 76 0 9
14 27 77 0 1
14 28 76 0 565
14 29 75 0 151
14 30 75 0 47
14 31 74 0 708
14 33 73 0 75
14 34 72 0 8
14 35 72 0 483
14 36 71 0 15
14 37 71 0 84
14 38 70 0 11
14 39 70 0 589
14 40 69 0 22
14 40 70 0 6
14 41 69 0 364
14 42 68 0 5
14 42 69 0 43
14 43 68 0 572
14 44 68 0 246
14 45 67 0 105
14 46 67 0 317
14 47 66 0 15
14 47 67 0 9
14 48 66 0 167
14 49 66 0 223
14 50 65 0 20
14 50 66 0 17
14 51 65 0 283
14 52 65 0 47
14 53 64 0 15
14 53 65 0 26
14 54 64 0 14
14 55 64 0 896
14 56 63 0 2
14 56 64 0 19
14 57 63 0 58
14 57 64 0 18
14 58 63 0 510
14 59 63 0 679
14 60 63 0 477
14 61 62 0 9
14 61 63 0 150
14 62 62 0 41
14 62 63 0 19
14 63 62 0 206
14 64 62 0 91
14 65 62 0 631
14 66 62 0 314
14 67 62 0 299
14 68 61 0 11
14 68 62 0 19
14 69 61 0 36
14 69 62 0 46
14 70 61 0 59
14 70 62 0 2
14 71 61 0 77
14 71 62 0 2
14 72 61 0 278
14 72 62 0 2
14 73 61 0 282
14 74 61 0 437
14 74 62 0 1
14 75 61 0 351
14 76 61 0 21
14 77 61 0 182
14 78 61 0 838
14 79 61 0 632
14 80 61 0 281
14 81 61 0 157
15 20 81 0 225
15 21 80 0 466
15 22 80 0 2
15 23 79 0 315
15 24 78 0 24
15 25 78 0 19
15 26 77 0 584
15 27 76 0 44
15 28 76 0 88
15 29 75 0 389
15 30 75 0 9
15 31 74 0 236
15 32 73 0 14
15 33 73 0 774
15 34 72 0 15
15 35 72 0 390
15 36 71 0 154
15 37 71 0 414
15 38 70 0 108
15 39 70 0 399
15 40 69 0 75
15 40 70 0 1
15 41 69 0 889
15 42 68 0 26
15 42 69 0 11
15 43 68 0 819
15 44 67 0 2
15 44 68 0 92
15 45 67 0 154
15 46 67 0 502
15 47 66 0 61
15 47 67 0 3
15 48 66 0 42
15 49 66 0 57
15 50 65 0 162
15 50 66 0 1
15 51 65 0 251
15 52 65 0 305
15 53 64 0 10
15 53 65 0 6
15 54 64 0 412
15 55 64 0 552
15 56 63 0 9
15 56 64 0 25
15 57 63 0 158
15 57 64 0 5
15 58 63 0 143
15 59 63 0 818
15 60 63 0 251
15 61 62 0 36
15 61 63 0 52
15 62 62 0 252
15 62 63 0 5
15 63 62 0 700
15 64 62 0 704
15 65 62 0 203
15 66 62 0 65
15 67 61 0 6
15 67 62 0 131
15 68 61 0 38
15 68 62 0 15
15 69 61 0 102
15 69 62 0 13
15 70 61 0 84
15 70 62 0 7
15 71 61 0 282
15 71 62 0 2
15 72 61 0 377
15 73 61 0 89
15 74 61 0 270
15 75 61 0 226
15 76 61 0 658
15 77 61 0 215
15 78 61 0 174
15 79 61 0 388
15 80 61 0 744
15 81 61 0 682
16 19 81 0 8
16 20 81 0 114
16 21 80 0 618
16 23 79 0 265
16 24 78 0 71
16 25 77 0 1
16 25 78 0 4
16 26 77 0 315
16 27 76 0 123
16 28 76 0 69
16 29 75 0 28
16 30 74 0 2
16 30 75 0 4
16 31 74 0 262
16 32 73 0 29
16 33 73 0 509
16 34 72 0 153
16 35 72 0 254
16 36 71 0 375
16 37 71 0 217
16 38 70 0 162
16 39 70 0 1
16 40 69 0 151
16 41 69 0 374
16 42 68 0 113
16 42 69 0 1
16 43 68 0 76
16 44 67 0 10
16 44 68 0 25
16 45 67 0 497
16 46 67 0 199
16 47 66 0 57
16 48 66 0 682
16 49 65 0 2
16 49 66 0 85
16 50 65 0 316
16 51 65 0 232
16 52 64 0 4
16 52 65 0 110
16 53 64 0 28
16 54 64 0 183
16 55 64 0 392
16 56 63 0 14
16 56 64 0 42
16 57 63 0 446
16 58 63 0 873
16 59 63 0 403
16 60 62 0 9
16 60 63 0 124
16 61 62 0 34
16 61 63 0 11
16 62 62 0 579
16 63 62 0 383
16 64 62 0 721
16 65 62 0 461
16 66 62 0 185
16 67 61 0 15
16 67 62 0 23
16 68 61 0 144
16 68 62 0 6
16 69 61 0 222
16 69 62 0 2
16 70 61 0 483
16 71 61 0 234
16 72 61 0 891
16 73 61 0 593
16 74 61 0 713
16 75 61 0 313
16 76 61 0 907
16 77 61 0 231
16 78 61 0 803
16 79 61 0 91
16 80 61 0 852
16 81 61 0 636
17 19 81 0 1
17 20 81 0 50
17 21 80 0 235
17 22 79 0 47
17 23 79 0 67
17 24 78 0 705
17 25 77 0 13
17 26 77 0 245
17 27 76 0 210
17 28 76 0 16
17 29 75 0 704
17 30 74 0 27
17 31 74 0 42
17 32 73 0 58
17 33 73 0 95
17 34 72 0 108
17 35 72 0 35
17 36 71 0 533
17 37 70 0 1
17 37 71 0 54
17 38 70 0 351
17 39 70 0 85
17 40 69 0 59
17 41 69 0 164
17 42 68 0 203
17 43 68 0 567
17 44 67 0 64
17 44 68 0 3
17 45 67 0 64
17 46 66 0 7
17 46 67 0 4
17 47 66 0 478
17 48 66 0 298
17 49 65 0 36
17 49 66 0 11
17 50 65 0 152
17 51 65 0 325
17 52 64 0 22
17 52 65 0 12
17 53 64 0 76
17 54 64 0 314
17 55 63 0 7
17 55 64 0 169
17 56 63 0 103
17 56 64 0 4
17 57 63 0 580
17 58 63 0 742
17 59 62 0 1
17 59 63 0 271
17 60 62 0 66
17 60 63 0 11
17 61 62 0 183
17 62 62 0 902
17 63 62 0 462
17 64 62 0 127
17 65 61 0 11
17 65 62 0 144
17 66 61 0 10
17 66 62 0 59
17 67 61 0 63
17 67 62 0 5
17 68 61 0 72
17 68 62 0 2
17 69 61 0 570
17 70 61 0 541
17 71 61 0 432
17 72 61 0 155
17 73 61 0 557
17 74 61 0 729
17 75 61 0 520
17 76 61 0 129
17 77 61 0 199
17 78 60 0 1
17 78 61 0 253
17 79 60 0 2
17 79 61 0 45
17 80 61 0 275
17 81 61 0 472
18 19 81 0 10
18 20 81 0 2
18 21 80 0 537
18 22 79 0 135
18 23 79 0 21
18 24 78 0 366
18 25 77 0 2
18 26 77 0 12
18 27 76 0 288
18 28 75 0 1
18 29 75 0 755
18 30 74 0 55
18 31 74 0 37
18 32 73 0 78
18 33 73 0 27
18 34 72 0 464
18 35 71 0 1
18 35 72 0 20
18 36 71 0 375
18 37 70 0 12
18 37 71 0 13
18 38 70 0 149
18 39 69 0 13
18 39 70 0 20
18 40 69 0 106
18 41 68 0 1
18 41 69 0 55
18 42 68 0 750
18 43 68 0 29
18 44 67 0 295
18 45 67 0 254
18 46 66 0 37
18 46 67 0 6
18 47 66 0 871
18 48 65 0 1
18 48 66 0 133
18 49 65 0 27
18 49 66 0 2
18 50 65 0 884
